"","facility_id","facility_name","address","citytown","state","zip_code","countyparish","telephone_number","measure_id","measure_name","score","sample","footnote","start_date","end_date"
"219","030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-2273","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"220","030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-2273","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"221","030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-2273","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"222","030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-2273","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"223","030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-2273","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"224","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"225","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"226","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"227","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"228","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"229","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","(480) 342-4201","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"230","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"231","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"232","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"233","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"234","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"235","030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","(480) 854-5050","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"236","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"237","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"238","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"239","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"240","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"241","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ","85206","MARICOPA","(480) 832-4770","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"242","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","PC_01","Elective Delivery","Not Available","Not Available","3, 7","01/01/2023","12/31/2023"
"243","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"244","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"245","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"246","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"247","030108","THE CORE INSTITUTE SPECIALTY HOSP","6501 NORTH 19TH AVENUE","PHOENIX","AZ","85015","MARICOPA","(602) 795-6020","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"248","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","PC_01","Elective Delivery","6","48","2","01/01/2023","12/31/2023"
"249","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"250","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"251","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"252","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"253","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","MARICOPA","(623) 882-1970","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"254","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"255","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"256","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"257","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"258","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"259","030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","PIMA","(520) 874-2000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"260","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"261","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"262","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"263","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"264","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"265","030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","750 N 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(480) 603-9000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"266","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","PC_01","Elective Delivery","0","13","2","01/01/2023","12/31/2023"
"267","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","PC_05","Exclusive Breast Milk Feeding","","0","","01/01/2023","12/31/2023"
"268","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","PC_05","Exclusive Breast Milk Feeding","Not Available","","5","01/01/2023","12/31/2023"
"269","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"270","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","ePC_02","Cesarean Birth","Not Available","Not Available","7","01/01/2023","12/31/2023"
"271","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"272","030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ","85941","NAVAJO","(928) 338-4911","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"273","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"274","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"275","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"276","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"277","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"278","030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","PIMA","(520) 901-3500","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"279","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","PC_01","Elective Delivery","1","122","2","01/01/2023","12/31/2023"
"280","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"281","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"282","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"283","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"284","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","MARICOPA","(623) 327-4000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"285","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","PC_01","Elective Delivery","0","36","2","01/01/2023","12/31/2023"
"286","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"287","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"288","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"289","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"290","030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","MOHAVE","(928) 788-2273","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"291","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","PC_01","Elective Delivery","1","267","","01/01/2023","12/31/2023"
"292","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"293","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"294","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"295","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"296","030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85297","MARICOPA","(480) 728-8000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"297","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","PC_01","Elective Delivery","4","91","","01/01/2023","12/31/2023"
"298","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"299","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"300","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"301","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"302","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","MARICOPA","(480) 358-6100","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"303","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","PC_01","Elective Delivery","4","91","2","01/01/2023","12/31/2023"
"304","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"305","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"306","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"307","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"308","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","MARICOPA","(480) 543-2000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"309","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"310","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"311","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"312","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"313","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"314","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ","85255","MARICOPA","(480) 324-7001","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"315","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","PC_01","Elective Delivery","7","30","2","01/01/2023","12/31/2023"
"316","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"317","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"318","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"319","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"320","030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","QUEEN CREEK","AZ","85140","PINAL","(480) 394-4030","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"321","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"322","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"323","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"324","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"325","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ","85008","MARICOPA","(602) 797-7700","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
